registered_authority,registered_library,district_name,district_code,county_name,county_code,ward_name,ward_code,msoa_name,msoa_code,lsoa_name,lsoa_code,users
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Newbridge Ward,E05001956,Bath and North East Somerset 008,E02002992,Bath and North East Somerset 008A,E01014427,77
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Newbridge Ward,E05001956,Bath and North East Somerset 008,E02002992,Bath and North East Somerset 008B,E01014428,94
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Newbridge Ward,E05001956,Bath and North East Somerset 008,E02002992,Bath and North East Somerset 008C,E01014429,107
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Newbridge Ward,E05001956,Bath and North East Somerset 008,E02002992,Bath and North East Somerset 008D,E01014430,119
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Odd Down Ward,E05001957,Bath and North East Somerset 019,E02003003,Bath and North East Somerset 019A,E01014431,45
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Odd Down Ward,E05001957,Bath and North East Somerset 019,E02003003,Bath and North East Somerset 019B,E01014432,48
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Odd Down Ward,E05001957,Bath and North East Somerset 019,E02003003,Bath and North East Somerset 019C,E01014433,53
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Odd Down Ward,E05001957,Bath and North East Somerset 019,E02003003,Bath and North East Somerset 019D,E01014434,81
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Oldfield Ward,E05001958,Bath and North East Somerset 014,E02002998,Bath and North East Somerset 014A,E01014435,44
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Oldfield Ward,E05001958,Bath and North East Somerset 014,E02002998,Bath and North East Somerset 014B,E01014436,79
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Oldfield Ward,E05001958,Bath and North East Somerset 014,E02002998,Bath and North East Somerset 014C,E01014437,71
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Oldfield Ward,E05001958,Bath and North East Somerset 014,E02002998,Bath and North East Somerset 014D,E01014438,58
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Paulton Ward,E05001959,Bath and North East Somerset 023,E02003007,Bath and North East Somerset 023C,E01014439,*
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Paulton Ward,E05001959,Bath and North East Somerset 023,E02003007,Bath and North East Somerset 023D,E01014440,9
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Paulton Ward,E05001959,Bath and North East Somerset 023,E02003007,Bath and North East Somerset 023E,E01014441,9
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Peasedown Ward,E05001960,Bath and North East Somerset 022,E02003006,Bath and North East Somerset 022B,E01014442,16
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Peasedown Ward,E05001960,Bath and North East Somerset 022,E02003006,Bath and North East Somerset 022C,E01014443,31
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Peasedown Ward,E05001960,Bath and North East Somerset 022,E02003006,Bath and North East Somerset 022D,E01014444,22
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Peasedown Ward,E05001960,Bath and North East Somerset 022,E02003006,Bath and North East Somerset 022E,E01014445,20
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Publow and Whitchurch Ward,E05001961,Bath and North East Somerset 020,E02003004,Bath and North East Somerset 020D,E01014446,7
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Publow and Whitchurch Ward,E05001961,Bath and North East Somerset 020,E02003004,Bath and North East Somerset 020E,E01014447,*
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Radstock Ward,E05001962,Bath and North East Somerset 024,E02003008,Bath and North East Somerset 024A,E01014448,13
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Radstock Ward,E05001962,Bath and North East Somerset 024,E02003008,Bath and North East Somerset 024B,E01014449,*
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Radstock Ward,E05001962,Bath and North East Somerset 024,E02003008,Bath and North East Somerset 024C,E01014450,*
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Radstock Ward,E05001962,Bath and North East Somerset 024,E02003008,Bath and North East Somerset 024D,E01014451,*
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Saltford Ward,E05001963,Bath and North East Somerset 016,E02003000,Bath and North East Somerset 016C,E01014452,21
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Saltford Ward,E05001963,Bath and North East Somerset 016,E02003000,Bath and North East Somerset 016D,E01014453,21
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Saltford Ward,E05001963,Bath and North East Somerset 016,E02003000,Bath and North East Somerset 016E,E01014454,13
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Southdown Ward,E05001964,Bath and North East Somerset 015,E02002999,Bath and North East Somerset 015A,E01014455,34
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Southdown Ward,E05001964,Bath and North East Somerset 015,E02002999,Bath and North East Somerset 015B,E01014456,57
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Southdown Ward,E05001964,Bath and North East Somerset 015,E02002999,Bath and North East Somerset 015C,E01014457,52
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Southdown Ward,E05001964,Bath and North East Somerset 015,E02002999,Bath and North East Somerset 015D,E01014458,25
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Timsbury Ward,E05001965,Bath and North East Somerset 016,E02003000,Bath and North East Somerset 016F,E01014459,17
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Timsbury Ward,E05001965,Bath and North East Somerset 016,E02003000,Bath and North East Somerset 016G,E01014460,7
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Twerton Ward,E05001966,Bath and North East Somerset 011,E02002995,Bath and North East Somerset 011A,E01014461,39
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Twerton Ward,E05001966,Bath and North East Somerset 011,E02002995,Bath and North East Somerset 011B,E01014462,29
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Twerton Ward,E05001966,Bath and North East Somerset 011,E02002995,Bath and North East Somerset 011C,E01014463,26
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Twerton Ward,E05001966,Bath and North East Somerset 011,E02002995,Bath and North East Somerset 011D,E01014464,51
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Walcot Ward,E05001967,Bath and North East Somerset 006,E02002990,Bath and North East Somerset 006A,E01014465,146
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Walcot Ward,E05001967,Bath and North East Somerset 006,E02002990,Bath and North East Somerset 006B,E01014466,128
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Walcot Ward,E05001967,Bath and North East Somerset 006,E02002990,Bath and North East Somerset 006C,E01014467,181
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Walcot Ward,E05001967,Bath and North East Somerset 006,E02002990,Bath and North East Somerset 006D,E01014468,184
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westfield Ward,E05001968,Bath and North East Somerset 026,E02003010,Bath and North East Somerset 026A,E01014469,*
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westfield Ward,E05001968,Bath and North East Somerset 026,E02003010,Bath and North East Somerset 026B,E01014470,7
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westfield Ward,E05001968,Bath and North East Somerset 026,E02003010,Bath and North East Somerset 026C,E01014471,6
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westfield Ward,E05001968,Bath and North East Somerset 026,E02003010,Bath and North East Somerset 026D,E01014472,12
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westmoreland Ward,E05001969,Bath and North East Somerset 013,E02002997,Bath and North East Somerset 013A,E01014473,62
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westmoreland Ward,E05001969,Bath and North East Somerset 013,E02002997,Bath and North East Somerset 013B,E01014474,41
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westmoreland Ward,E05001969,Bath and North East Somerset 013,E02002997,Bath and North East Somerset 013C,E01014475,168
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Westmoreland Ward,E05001969,Bath and North East Somerset 013,E02002997,Bath and North East Somerset 013D,E01014476,44
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Weston Ward,E05001970,Bath and North East Somerset 005,E02002989,Bath and North East Somerset 005A,E01014477,89
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Weston Ward,E05001970,Bath and North East Somerset 005,E02002989,Bath and North East Somerset 005B,E01014478,46
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Weston Ward,E05001970,Bath and North East Somerset 005,E02002989,Bath and North East Somerset 005C,E01014479,121
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Weston Ward,E05001970,Bath and North East Somerset 005,E02002989,Bath and North East Somerset 005D,E01014480,57
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Widcombe Ward,E05001971,Bath and North East Somerset 012,E02002996,Bath and North East Somerset 012C,E01014481,112
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Widcombe Ward,E05001971,Bath and North East Somerset 012,E02002996,Bath and North East Somerset 012D,E01014482,146
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Widcombe Ward,E05001971,Bath and North East Somerset 012,E02002996,Bath and North East Somerset 012E,E01014483,132
Bath and North East Somerset,Bath Central Library,Bath and North East Somerset,E06000022,,,Widcombe Ward,E05001971,Bath and North East Somerset 012,E02002996,Bath and North East Somerset 012F,E01014484,84
Bath and North East Somerset,Bath Central Library,Bournemouth (B),E06000028,,,Central Ward,E05002115,Bournemouth 021,E02003192,Bournemouth 021A,E01015285,*
Bath and North East Somerset,Bath Central Library,Bournemouth (B),E06000028,,,East Cliff and Springbourne Ward,E05002116,Bournemouth 021,E02003192,Bournemouth 021E,E01015291,*
Bath and North East Somerset,Bath Central Library,Bournemouth (B),E06000028,,,Throop and Muscliff Ward,E05002126,Bournemouth 006,E02003177,Bournemouth 006E,E01015350,*
Bath and North East Somerset,Bath Central Library,Bournemouth (B),E06000028,,,West Southbourne Ward,E05002128,Bournemouth 018,E02003189,Bournemouth 018C,E01015364,*
Bath and North East Somerset,Bath Central Library,Brent London Boro,E09000005,,,Dudden Hill Ward,E05000089,Brent 018,E02000110,Brent 018C,E01000507,*
Bath and North East Somerset,Bath Central Library,Bromsgrove District,E07000234,Worcestershire County,E10000034,Slideslow Ward,E05009849,Bromsgrove 012,E02006707,Bromsgrove 012D,E01033059,*
Bath and North East Somerset,Bath Central Library,Camden London Boro,E09000007,,,Belsize Ward,E05000128,Camden 014,E02000179,Camden 014A,E01000843,*
Bath and North East Somerset,Bath Central Library,Cannock Chase District,E07000192,Staffordshire County,E10000028,Western Springs Ward,E05006916,Cannock Chase 002,E02006119,Cannock Chase 002D,E01029403,*
Bath and North East Somerset,Bath Central Library,Casnewydd - Newport,W06000022,,,,,,,,,*
Bath and North East Somerset,Bath Central Library,Castell-nedd Port Talbot - Neath Port Talbot,W06000012,,,,,,,,,*
Bath and North East Somerset,Bath Central Library,Chelmsford District (B),E07000070,Essex County,E10000012,St. Andrews Ward,E05004111,Chelmsford 006,E02004490,Chelmsford 006E,E01021596,*
Bath and North East Somerset,Bath Central Library,Cheshire East (B),E06000049,,,Knutsford Ward,E05008632,Cheshire East 009,E02003861,Cheshire East 009C,E01018610,*
Bath and North East Somerset,Bath Central Library,Chichester District,E07000225,West Sussex County,E10000032,Fernhurst Ward,E05007612,Chichester 001,E02006561,Chichester 001C,E01031504,*
Bath and North East Somerset,Bath Central Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023A,E01014485,*
Bath and North East Somerset,Bath Central Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023B,E01014486,*
Bath and North East Somerset,Bath Central Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023C,E01014488,*
